SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.69293 88.6472 388.033 623.906 852.187 1061.63 1236.37 1387.83,0.0424755 100.994 400.919 600.948 801.15 1002.48 1201.02 1402.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,zeta,WUEi,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,unitless,,s,mol m?² s?¹,mmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,Pa,Pa,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,W m?²,°C,°C,kPa,%,kPa,kPa,kPa,W m?²,W m?²,W m?²,W m?²,µmol s?¹,%,,%,µmol s?¹,,,,,,µmol m?² s?¹,,,,,,,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,µmol µmol?¹,,,,,,,,,,,,,µmol m?² s?¹,µmol m?² s?¹,,J/µmol,cm²,,,mol m?² s?¹,s,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,µmol mol?¹,mmol mol?¹,µmol s?¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,,,,,µmol m?² s?¹,,,°C,°C,°C,°C,°C,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,s,,,min?¹,min?¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m?² s?¹,µmol m?² s?¹ min?¹,µmol m?² s?¹,,mol m?² s?¹,mol m?² s?¹ min?¹,mol m?² s?¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,min,min,,µmol s?¹,µmol s?¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol?¹,mmol mol?¹,%,%
1,1620572200,0,20210509 10:56:39,10:56:39,23.13224831,37.40048798,1620572192,0.004882218,4.88221844,12.54503316,382.7101,311.0661514,30.5879131,37.63284185,0.335424318,2.897308352,0.315247682,0.198741374,219.8589479,25.34801003,24.99316333,3.178381797,52.24407282,1.693236526,3.241011726,1.485145271,-215.3058332,51.18455506,3.742748216,59.48041798,0,0,1,0,52204.09543,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1705-20210509-10_56_36,10681.9,1037.3024,1407.18,0.262850239,0.5,854.957188,12.54503316,112.3628508,0.015692222,0.146505778,624.1850944,-,0,624.1850944,0.556428393,0.472388259,0.208420338,0.496154203,0.216634449,0.284254341,0.715745659,1000.0372,854.957188,0.854925385,0.219850769,6,0.5,0: Broadleaf,2,1620572192,382.7101,400.0020667,17.2195,11.46313333,384.7679,17.47786,500.1226667,98.19946667,0.1330358,25.32085,24.99316333,999.9,0,0,9997.349667,0,0.242328033,1000.0372,0.499987833,0.500012167,0,1037.326,4.99921,9962.012333,6674.082333,41.25413333,43.9727,42.4727,43.1912,43.3141,497.5073333,497.532,0,1620572205,0,1037.3024,-3.434615383,-36.88923062,9961.4344,15,1620572152,10:55:51,1620572146,1620572152,1,2.059,0.04,-2.094,-0.222,400,12,0.1,0.02,12.57527381,-0.261673882,0.104724589,1,0.331478683,0.038491953,0.012509293,1,2,2,2/2,100,100,-2.057,-0.2582,-1.223378174,-0.002208724,-1.57141E-09,2.76013E-10,-0.136634833,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,0.9,0.8,2,506.939,495.559,22.7537,27.2899,30.0001,27.2075,27.189,19.4362,32.438,48.6642,22.7626,400,11.4741,99.5266,99.1446
2,1620572337,137,20210509 10:58:56,10:58:56,-205.1408697,-1.304153141,1620572329,0.005063504,5.063503709,-0.457457849,50.23172,51.19947136,5.034191763,4.939037539,0.350770039,2.898112478,0.328775656,0.207345864,219.8460398,25.30734896,24.98372667,3.17659397,52.42542306,1.699831736,3.242380581,1.476762234,-223.3005136,53.78250001,3.931579441,54.25960566,0,0,1,0,52225.78761,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1706-20210509-10_58_53,10681.5,1142.678846,1306.17,0.125168358,0.5,854.9038734,-0.457457849,53.50345693,0.000483898,0.23516847,603.4839604,-,0,603.4839604,0.537974413,0.232666005,0.304172068,0.253679489,0.322776502,0.122878097,0.877121903,999.9743,854.9038734,0.854925845,0.21985169,6,0.5,0: Broadleaf,2,1620572329,50.23172,49.98804333,17.28787667,11.31805333,51.85477,17.55366667,500.1119333,98.19211667,0.1329564,25.32795,24.98372667,999.9,0,0,10002.70967,0,0.2426761,999.9743,0.4999719,0.5000281,0,1142.659667,4.99921,10863.26667,6673.618333,41.4433,44.13326667,42.6746,43.3687,43.5,497.46,497.5156667,0,136.3000002,0,1142.678846,1.940854701,4.905983019,10863.32692,15,1620572291,10:58:10,1620572279,1620572291,2,-0.285,-0.007,-1.622,-0.226,50,11,0.22,0.02,-0.450562408,-0.069735986,0.030018363,1,0.340038755,0.079537434,0.021274333,1,2,2,2/2,100,100,-1.623,-0.2655,-1.508545264,-0.002208724,-1.57141E-09,2.76013E-10,-0.143648795,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1,0.8,2,507.156,493.02,22.7221,27.3252,30.0002,27.2445,27.227,5.18506,32.0981,46.9489,22.7367,50,11.2203,99.5245,99.1435
3,1620572472,272,20210509 11:01:11,11:01:11,41.2805069,4.060665709,1620572464,0.005347095,5.347094654,1.497469076,97.58199677,88.40604837,8.693138715,9.595427571,0.368774281,2.897909688,0.344546164,0.217385368,219.8514276,25.28356161,24.98840323,3.177479859,51.94069679,1.689206425,3.252182834,1.488273435,-235.8068742,60.9794073,4.459239834,49.48320053,0,0,1,0,52211.228,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1707-20210509-11_01_08,10681.2,1115.3408,1301.51,0.143040929,0.5,854.9259782,1.497469076,61.14470324,0.002770548,0.239590937,602.4872882,-,0,602.4872882,0.537085932,0.266327827,0.308482132,0.290971574,0.327673264,0.143865561,0.856134439,1000.000355,854.9259782,0.854925675,0.21985135,6,0.5,0: Broadleaf,2,1620572464,97.58199677,100.0045581,17.1786129,10.87372581,99.18032258,17.43667419,500.111,98.19899032,0.132955,25.37871613,24.98840323,999.9,0,0,10000.84645,0,0.246397548,1000.000355,0.499978226,0.500021774,0,1115.347097,4.99921,10620.8871,6673.813548,41.633,44.36280645,42.87093548,43.554,43.687,497.4787097,497.5229032,0,134.4000001,0,1115.3408,-0.862307686,-14.80769229,10620.536,15,1620572425,11:00:25,1620572407,1620572425,3,0.129,0.007,-1.604,-0.216,100,11,0.5,0.02,1.507800135,-0.098290601,0.043265771,1,0.359111797,0.074978369,0.020826524,1,2,2,2/2,100,100,-1.598,-0.2577,-1.379509052,-0.002208724,-1.57141E-09,2.76013E-10,-0.136540748,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,507.431,491.28,22.7669,27.3618,30.0002,27.2814,27.2629,7.27388,32.7763,45.3611,22.7805,100,10.8512,99.5225,99.1404
4,1620572595,395,20210509 11:03:14,11:03:14,28.89585664,9.257309878,1620572587,0.005514628,5.514628194,3.528545976,144.8172903,125.757098,12.36626685,14.24054217,0.381163213,2.899350706,0.355352888,0.2242687,219.8508225,25.2734705,24.99074516,3.177923578,51.85018998,1.689665019,3.258744123,1.488258559,-243.1951034,65.94357304,4.820736832,47.42002906,0,0,1,0,52246.73417,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1708-20210509-11_03_11,10681.1,1088.427308,1298.02,0.161471081,0.5,854.928968,3.528545976,69.02315224,0.005146264,0.242923838,601.7383395,-,0,601.7383395,0.536418284,0.301017109,0.311703719,0.329377769,0.331340582,0.166417669,0.833582331,1000.004774,854.928968,0.854924886,0.219849773,6,0.5,0: Broadleaf,2,1620572587,144.8172903,150.0086452,17.18282258,10.68052581,146.4445806,17.44093871,500.1190968,98.20155484,0.132988903,25.41262258,24.99074516,999.9,0,0,10008.85161,0,0.238698,1000.004774,0.500003774,0.499996226,0,1088.443871,4.99921,10387.71935,6673.904194,41.812,44.45122581,43,43.671,43.81606452,497.5074194,497.4990323,0,122.2,0,1088.427308,-2.20547009,-21.87350445,10387.52308,15,1620572548,11:02:28,1620572531,1620572548,4,0.075,0,-1.639,-0.214,150,11,0.32,0.01,3.53019662,-0.072484836,0.05460972,1,0.371226854,0.072313572,0.019225791,1,2,2,2/2,100,100,-1.627,-0.2577,-1.304845018,-0.002208724,-1.57141E-09,2.76013E-10,-0.136581998,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,507.314,490.158,22.7939,27.3988,30.0003,27.3161,27.2977,9.38709,32.6853,43.811,22.7986,150,10.6605,99.5201,99.1371
5,1620572716,516,20210509 11:05:15,11:05:15,25.27440014,14.00972205,1620572708,0.00567141,5.671410313,5.506444301,192.0856774,163.8575513,16.11240882,18.88813142,0.393044507,2.896534128,0.365637357,0.230826316,219.8520114,25.26585926,24.99438065,3.178612488,51.79185174,1.691152891,3.265287558,1.487459597,-250.1091948,70.58288872,5.165878524,45.49158383,0,0,1,0,52159.89996,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1709-20210509-11_05_12,10680.8,1061.6732,1297.79,0.181937602,0.5,854.9283128,5.506444301,77.77180339,0.007459794,0.243144114,601.6889059,-,0,601.6889059,0.536374216,0.339199007,0.311915839,0.371194933,0.331582268,0.192236443,0.807763557,1000.003097,854.9283128,0.854925665,0.219851331,6,0.5,0: Broadleaf,2,1620572708,192.0856774,199.9987742,17.19843226,10.51140323,193.8041613,17.45883871,500.1208387,98.19877419,0.133031032,25.44637742,24.99438065,999.9,0,0,9992.981613,0,0.242547774,1000.003097,0.499977581,0.500022419,0,1061.720968,4.99921,10154.92258,6673.830323,41.937,44.5863871,43.125,43.758,43.93903226,497.48,497.5235484,0,120.2,0,1061.6732,-4.89538462,-33.03846175,10154.348,15,1620572669,11:04:29,1620572652,1620572669,5,0.012,-0.002,-1.736,-0.214,200,11,0.28,0.01,5.516607803,-0.058573245,0.075250224,1,0.382883005,0.078728251,0.021910819,1,2,2,2/2,100,100,-1.718,-0.2601,-1.292497748,-0.002208724,-1.57141E-09,2.76013E-10,-0.138764587,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,507.518,488.962,22.8114,27.443,30.0003,27.3569,27.3382,11.4852,32.8025,42.5112,22.8168,200,10.4701,99.513,99.1294
6,1620572836,636.5,20210509 11:07:16,11:07:16,23.50692496,18.49712195,1620572828,0.005811286,5.811285772,7.474072571,239.3709,202.403617,19.90280592,23.53788255,0.404066783,2.897322464,0.375168752,0.236904388,219.8547729,25.24892426,24.98588333,3.177002485,51.74351841,1.691562739,3.269129721,1.485439745,-256.2777025,75.02099282,5.489516441,44.08757961,0,0,1,0,52179.07781,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1710-20210509-11_07_12,10680.5,1036.8292,1299.03,0.201843529,0.5,854.9487183,7.474072571,86.28293338,0.009761073,0.241957461,601.955306,-,0,601.955306,0.536611698,0.376144482,0.310771956,0.411399142,0.330279267,0.218379427,0.781620573,1000.028633,854.9487183,0.854924239,0.219848478,6,0.5,0: Broadleaf,2,1620572828,239.3709,250.0063333,17.20252,10.35069,241.2731667,17.46113,500.1277333,98.19923333,0.133030733,25.46617,24.98588333,999.9,0,0,9997.454333,0,0.241830767,1000.028633,0.500026433,0.499973567,0,1036.834333,4.99921,9936.409,6674.114,42.05373333,44.687,43.25,43.8561,44.062,497.54,497.4883333,0,119.5,0,1036.8292,-3.850769227,-35.39692298,9936.1884,15,1620572788,11:06:28,1620572768,1620572788,6,-0.081,0.002,-1.925,-0.211,250,10,0.07,0.01,7.483738404,-0.197418742,0.085746574,1,0.397048288,0.060178519,0.019576054,1,2,2,2/2,100,100,-1.902,-0.2584,-1.373197023,-0.002208724,-1.57141E-09,2.76013E-10,-0.136965907,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,507.68,487.815,22.8255,27.4953,30.0001,27.4053,27.3862,13.5577,32.4963,41.2471,22.8372,250,10.3284,99.5063,99.1181
7,1620572957,757,20210509 11:09:16,11:09:16,22.62367881,22.63799452,1620572949,0.005944719,5.944719316,9.349268201,286.7595333,241.6013047,23.75768904,28.19829069,0.412990126,2.898021701,0.382859356,0.241810783,219.8494293,25.24323974,24.99343,3.178432332,51.58637396,1.689371693,3.274840939,1.489060639,-262.1621218,78.45081863,5.740168699,41.87829474,0,0,1,0,52194.05663,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1711-20210509-11_09_13,10680.4,1016.260769,1305.25,0.221405272,0.5,854.9272725,9.349268201,94.64270248,0.011954716,0.236039073,603.2874957,-,0,603.2874957,0.537799275,0.41168756,0.305023747,0.449048403,0.323743245,0.244391956,0.755608044,1000.003433,854.9272725,0.854924337,0.219848674,6,0.5,0: Broadleaf,2,1620572949,286.7595333,300.0209,17.17988667,10.17057667,288.6898667,17.44242333,500.1282333,98.20128,0.1329946,25.49555333,24.99343,999.9,0,0,10001.25567,0,0.240438433,1000.003433,0.500024267,0.499975733,0,1016.274667,4.99921,9755.138,6673.937333,42.1498,44.80786667,43.3708,43.9538,44.187,497.5253333,497.4803333,0,120,0,1016.260769,-1.688205122,-17.09401703,9755.070769,15,1620572907,11:08:26,1620572897,1620572907,7,0.074,-0.004,-1.959,-0.214,300,10,0.18,0.01,9.339390731,-0.08453268,0.083763478,1,0.410289266,0.031938533,0.011518947,1,2,2,2/2,100,100,-1.931,-0.2624,-1.299240312,-0.002208724,-1.57141E-09,2.76013E-10,-0.140999333,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1,0.8,2,508.001,486.392,22.8608,27.5479,30.0002,27.4555,27.4359,15.5666,32.5975,39.7962,22.8653,300,10.0942,99.501,99.1118
8,1620573110,910,20210509 11:11:49,11:11:49,22.06585482,26.08921726,1620573102,0.006124116,6.12411648,11.17494877,334.143871,281.9426002,27.72384099,32.85687066,0.428335916,2.898304136,0.396021128,0.250213093,219.852167,25.22228801,24.99796774,3.179292356,51.71995838,1.69638155,3.27993603,1.482910807,-270.0735368,81.83946803,5.98845461,37.60655289,0,0,1,0,52197.527,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1712-20210509-11_11_46,10680.4,1000.5084,1317.52,0.240612363,0.5,854.9387485,11.17494877,102.8544161,0.014090007,0.224527901,605.8955446,-,0,605.8955446,0.540124215,0.445475978,0.293634054,0.483375245,0.310849838,0.269774757,0.730225243,1000.017,854.9387485,0.854924215,0.21984843,6,0.5,0: Broadleaf,2,1620573102,334.143871,350.0057419,17.25165806,10.03117065,336.2322903,17.5124129,500.1157097,98.19851613,0.132991677,25.52172903,24.99796774,999.9,0,0,10003.1571,0,0.242547806,1000.017,0.500026548,0.499973452,0,1000.53871,4.99921,9611.167742,6674.037742,42.25,44.899,43.437,44.042,44.25,497.5358065,497.4825806,0,152.4000001,0,1000.5084,-1.498461533,-25.04384621,9610.5764,15,1620573062,11:11:02,1620573041,1620573062,8,-0.057,0.002,-2.122,-0.211,350,10,0.08,0.01,11.21531859,-0.370813492,0.167090209,1,0.41974091,0.074149976,0.023497538,1,2,2,2/2,100,100,-2.089,-0.2605,-1.356136068,-0.002208724,-1.57141E-09,2.76013E-10,-0.138838721,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,508.19,485.416,22.8235,27.6083,29.9999,27.5167,27.4965,17.5287,31.7523,38.2283,22.8444,350,9.94113,99.4928,99.1009
9,1620573234,1034,20210509 11:13:53,11:13:53,22.47958377,28.41904073,1620573226,0.006270319,6.27031887,12.43576547,382.211871,324.8081628,31.9391254,37.58376259,0.437585687,2.897208614,0.40390725,0.255251559,219.8461605,25.19266656,24.98902581,3.177597812,51.46277944,1.688846029,3.281684447,1.488751783,-276.5210622,84.60693119,6.19330103,34.12533051,0,0,1,0,52164.53171,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1713-20210509-11_13_50,10680.2,993.98848,1327.2,0.251063532,0.5,854.925171,12.43576547,107.3202666,0.015565,0.215596745,607.9346347,-,0,607.9346347,0.541941957,0.463266461,0.284601624,0.500686572,0.300678023,0.283339025,0.716660975,1000.002806,854.925171,0.854922772,0.219845543,6,0.5,0: Broadleaf,2,1620573226,382.211871,400.0060645,17.17489032,9.781663226,384.2801935,17.43318065,500.1301935,98.19926452,0.133009935,25.53070323,24.98902581,999.9,0,0,9996.798387,0,0.250921323,1000.002806,0.500075097,0.499924903,0,994.0299032,4.99921,9548.313548,6674.057419,42.312,44.96545161,43.538,44.11687097,44.312,497.5764516,497.4270968,0,123.5999999,0,993.98848,-1.263692315,-13.14538463,9548.074,15,1620573183,11:13:03,1620573165,1620573183,9,0.121,0.002,-2.106,-0.206,400,10,0.15,0.01,12.46099271,-0.361229353,0.159385583,1,0.434351474,0.032648708,0.013588759,1,2,2,2/2,100,100,-2.068,-0.2581,-1.23523605,-0.002208724,-1.57141E-09,2.76013E-10,-0.136800316,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,508.261,484.507,22.8836,27.6394,30.0003,27.5536,27.534,19.4555,31.8827,37.172,22.893,400,9.75063,99.4851,99.091
