SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.69293 88.6472 388.033 623.906 852.187 1061.63 1236.37 1387.83,0.0424755 100.994 400.919 600.948 801.15 1002.48 1201.02 1402.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,zeta,WUEi,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,unitless,,s,mol m?² s?¹,mmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,Pa,Pa,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,W m?²,°C,°C,kPa,%,kPa,kPa,kPa,W m?²,W m?²,W m?²,W m?²,µmol s?¹,%,,%,µmol s?¹,,,,,,µmol m?² s?¹,,,,,,,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,µmol µmol?¹,,,,,,,,,,,,,µmol m?² s?¹,µmol m?² s?¹,,J/µmol,cm²,,,mol m?² s?¹,s,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,µmol mol?¹,mmol mol?¹,µmol s?¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,,,,,µmol m?² s?¹,,,°C,°C,°C,°C,°C,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,s,,,min?¹,min?¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m?² s?¹,µmol m?² s?¹ min?¹,µmol m?² s?¹,,mol m?² s?¹,mol m?² s?¹ min?¹,mol m?² s?¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,min,min,,µmol s?¹,µmol s?¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol?¹,mmol mol?¹,%,%
1,1620495584,0,20210508 13:39:44,13:39:44,21.36426468,39.77804264,1620495576,0.00498382,4.983820069,13.70593051,381.2692667,305.6568706,30.2266761,37.70405229,0.344560205,2.907314143,0.323375189,0.203904246,219.8544044,25.28420398,24.98706333,3.177226019,52.27914216,1.690643054,3.233876809,1.486582965,-219.786465,46.51024403,3.388509831,49.96669326,0,0,1,0,52510.62778,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1648-20210508-13_39_42,10682.3,1084.4772,1495.88,0.275023932,0.5,854.9390229,13.70593051,117.564346,0.017050427,0.078522341,641.0459562,-,0,641.0459562,0.57145897,0.48126628,0.120807076,0.493176848,0.123427835,0.284481594,0.715518406,1000.015867,854.9390229,0.854925458,0.219850916,6,0.5,0: Broadleaf,2,1620495576,381.2692667,399.9917333,17.09604667,11.21923333,383.8754333,17.39196667,500.1298667,98.75786333,0.133014033,25.2838,24.98706333,999.9,0,0,9997.977,0,0.238698,1000.015867,0.4999861,0.5000139,0,1084.574333,4.99921,10455.98667,6673.932,42.125,44.875,43.37913333,44.062,44.125,497.4936667,497.5233333,0,4760.6,0,1084.4772,-5.886923088,-54.26153858,10455.04,15,1620495525,13:38:45,1620495512,1620495525,20,-0.35,-0.028,-2.645,-0.257,400,11,0.11,0.01,13.67333526,0.121525703,0.046763337,1,0.346263894,-0.005521294,0.002544747,1,2,2,2/2,100,100,-2.606,-0.2959,-1.773779483,-0.002208724,-1.57141E-09,2.76013E-10,-0.174658468,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.2,1,2,506.603,471.909,22.6184,27.7098,30.0001,27.6332,27.6184,19.5772,24.5624,38.0275,22.6235,400,11.1239,99.4542,99.0889
2,1620495708,124.0999999,20210508 13:41:48,13:41:48,-221.846246,-1.225611563,1620495700,0.005347686,5.347686405,-0.456414786,50.22063,51.06639273,5.050223999,4.966582077,0.372397585,2.905982402,0.347771848,0.219434083,219.8484614,25.19844006,24.97888333,3.175676716,52.30297792,1.692392873,3.235748596,1.483283842,-235.8329705,49.29432882,3.593018584,36.90283833,0,0,1,0,52470.62105,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1649-20210508-13_41_46,10682,1166.9028,1344.1,0.131833346,0.5,854.9115905,-0.456414786,56.35292764,0.000485114,0.200312477,611.4562427,-,0,611.4562427,0.545081287,0.241859974,0.268733771,0.259664143,0.282919378,0.126734455,0.873265545,999.9830333,854.9115905,0.854926096,0.219852192,6,0.5,0: Broadleaf,2,1620495700,50.22063,49.99527,17.11298333,10.80727667,52.25823667,17.40914667,500.1347333,98.76222,0.133036333,25.29352667,24.97888333,999.9,0,0,9989.916667,0,0.2426761,999.9830333,0.4999629,0.5000371,0,1166.906667,4.99921,11159.58667,6673.658,42.2458,44.937,43.4412,44.1082,44.1996,497.457,497.5293333,0,123.5999999,0,1166.9028,1.657692295,13.67692303,11159.988,15,1620495661,13:41:01,1620495650,1620495661,21,-0.148,0,-2.037,-0.255,50,11,0.48,0.01,-0.405807334,-0.324872283,0.077504692,1,0.363930014,0.073029999,0.022234943,1,2,2,2/2,100,100,-2.038,-0.2958,-1.922229377,-0.002208724,-1.57141E-09,2.76013E-10,-0.174781944,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1,0.8,2,506.845,470.474,22.6859,27.7431,30.0002,27.6663,27.6508,5.20817,26.0789,37.1718,22.7006,50,10.7175,99.4502,99.0835
3,1620495829,244.5999999,20210508 13:43:48,13:43:48,36.11136402,4.508319746,1620495821,0.005614029,5.614029061,1.762452089,97.23273,87.30541058,8.634086899,9.615851236,0.39093325,2.908052331,0.363908327,0.229714914,219.8468267,25.20690722,24.98617667,3.177058051,51.95373165,1.688931405,3.250837526,1.488126647,-247.5786816,60.45081492,4.404963842,37.12392387,0,0,1,0,52516.52156,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1650-20210508-13_43_47,10682.2,1134.3564,1331.25,0.147901296,0.5,854.905881,1.762452089,63.22084378,0.003080569,0.211898592,608.7829912,-,0,608.7829912,0.542698223,0.272529538,0.280810345,0.294064513,0.296422253,0.146260335,0.853739665,999.9764667,854.905881,0.854926,0.219852001,6,0.5,0: Broadleaf,2,1620495821,97.23273,100.0019967,17.07799,10.45792,99.26330333,17.37227667,500.1294,98.76224333,0.1329665,25.37175667,24.98617667,999.9,0,0,10001.75867,0,0.2457094,999.9764667,0.4999668,0.5000332,0,1134.414333,4.99921,10869.07,6673.626333,42.30786667,44.9748,43.5124,44.1746,44.30166667,497.4566667,497.5226667,0,120,0,1134.3564,-2.80769232,-35.62307683,10868.664,15,1620495780,13:42:59,1620495762,1620495780,22,0.111,0.002,-2.037,-0.25,100,11,0.39,0.02,1.756105399,-0.007155521,0.024773403,1,0.387761056,0.03325547,0.012634121,1,2,2,2/2,100,100,-2.031,-0.294,-1.811576329,-0.002208724,-1.57141E-09,2.76013E-10,-0.173125154,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,507.056,470.098,22.877,27.7735,30.0002,27.6971,27.6817,7.31236,27.0736,36.2091,22.8805,100,10.3703,99.4473,99.0762
4,1620495966,381.5999999,20210508 13:46:05,13:46:05,25.86659501,9.708271081,1620495958,0.005860089,5.860088562,3.9888069,144.2047,124.3633705,12.29762709,14.25962981,0.410866865,2.907743389,0.381125131,0.240695727,219.8454611,25.2016716,24.99556667,3.178837262,51.98417251,1.695887064,3.262314243,1.482950198,-258.4299056,68.26682968,4.976753745,34.65913896,0,0,1,0,52496.95377,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1651-20210508-13_46_04,10682.2,1101.153846,1329.54,0.171778325,0.5,854.9007779,3.9888069,73.42671171,0.005684813,0.213457286,608.4251382,-,0,608.4251382,0.542379215,0.316712588,0.282411984,0.34197264,0.298219134,0.17499453,0.82500547,999.9705333,854.9007779,0.85492597,0.219851939,6,0.5,0: Broadleaf,2,1620495958,144.2047,150.0038333,17.15015667,10.24043667,146.2792333,17.44454333,500.1291333,98.75164667,0.1329931,25.43104667,24.99556667,999.9,0,0,10001.06333,0,0.242576667,999.9705333,0.499967767,0.500032233,0,1101.164667,4.99921,10572.04333,6673.583,42.3708,45.03926667,43.5725,44.2269,44.3603,497.454,497.518,0,136.2,0,1101.153846,-3.471452991,-33.50085466,10572.13462,15,1620495919,13:45:18,1620495899,1620495919,23,0.059,0,-2.087,-0.247,150,10,0.33,0.02,3.997535208,-0.095958386,0.063133838,1,0.401888191,0.077314617,0.023381007,1,2,2,2/2,100,100,-2.075,-0.2941,-1.752267208,-0.002208724,-1.57141E-09,2.76013E-10,-0.172825756,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,507.269,469.474,22.7884,27.8065,29.9999,27.7319,27.7149,9.43603,26.8135,35.0215,22.8015,150,10.1367,99.4456,99.0716
5,1620496086,502.0999999,20210508 13:48:06,13:48:06,22.54031292,14.62959107,1620496078,0.006074991,6.074991472,6.235408987,191.1379667,161.8024137,15.99827261,18.8988361,0.426218953,2.906005016,0.394288023,0.249099238,219.8531314,25.18260552,24.98581667,3.176989856,51.72152041,1.691070301,3.269568039,1.485919555,-267.9071239,75.60980525,5.516132161,33.07194489,0,0,1,0,52440.09581,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1652-20210508-13_48_04,10682.2,1073.217308,1328.85,0.192371368,0.5,854.935903,6.235408987,82.23259459,0.008312382,0.214087369,608.2805999,-,0,608.2805999,0.542250367,0.354764846,0.283057897,0.383165955,0.298944191,0.201074444,0.798925556,1000.012533,854.935903,0.854925188,0.219850376,6,0.5,0: Broadleaf,2,1620496078,191.1379667,200.0114667,17.10305,9.939666333,193.3446333,17.40312,500.1343667,98.74233667,0.1330277,25.46842667,24.98581667,999.9,0,0,9992.057667,0,0.242626367,1000.012533,0.499993833,0.500006167,0,1073.245,4.99921,10325.94,6673.931,42.437,45.062,43.625,44.2872,44.4184,497.502,497.5136667,0,119.6000001,0,1073.217308,-3.938119659,-41.85299161,10325.9,15,1620496032,13:47:12,1620496020,1620496032,24,-0.029,-0.006,-2.226,-0.251,200,10,0.08,0.01,6.18284456,0.219102661,0.050167403,1,0.426380518,0.002869378,0.00437773,1,2,2,2/2,100,100,-2.207,-0.2998,-1.781574872,-0.002208724,-1.57141E-09,2.76013E-10,-0.178750375,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.9,2,507.384,469.439,22.9699,27.831,30,27.7579,27.7421,11.5444,26.9385,34.0928,22.9782,200,9.89215,99.4424,99.0661
6,1620496215,631.0999999,20210508 13:50:15,13:50:15,21.07165472,18.97464868,1620496207,0.006269132,6.269131697,8.397401202,238.1548667,200.282168,19.80141744,23.54580029,0.442558982,2.90671581,0.408246127,0.258014647,219.8527851,25.18954994,24.99927667,3.179540471,51.77872133,1.698760584,3.280808293,1.480779887,-276.4687078,82.57354718,6.024859618,31.98248411,0,0,1,0,52450.24919,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1653-20210508-13_50_13,10682.1,1048.0396,1343.71,0.220040336,0.5,854.9355064,8.397401202,94.06014808,0.010841222,0.200660857,611.3755191,-,0,611.3755191,0.545009326,0.403736828,0.269101356,0.433522106,0.283329193,0.235520502,0.764479498,1000.012233,854.9355064,0.854925048,0.219850096,6,0.5,0: Broadleaf,2,1620496207,238.1548667,250.0201,17.18217667,9.790521,240.5295667,17.47816,500.1381,98.73459,0.1330108,25.52620667,24.99927667,999.9,0,0,9996.909,0,0.2453118,1000.012233,0.499998533,0.500001467,0,1048.098333,4.99921,10102.33667,6673.939333,42.4517,45.125,43.687,44.3162,44.4748,497.5056667,497.508,0,128.6000001,0,1048.0396,-3.859230759,-38.07692291,10101.612,15,1620496167,13:49:27,1620496152,1620496167,25,-0.066,0.005,-2.401,-0.244,250,10,0.19,0.01,8.401149337,-0.179637467,0.103582721,1,0.434233286,0.072169798,0.022670368,1,2,2,2/2,100,100,-2.374,-0.2957,-1.847299391,-0.002208724,-1.57141E-09,2.76013E-10,-0.174238823,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.8,2,507.459,469.03,22.9211,27.8586,30,27.7862,27.7692,13.6236,26.8198,33.0433,22.9334,250,9.70118,99.4408,99.0618
7,1620496337,753.0999999,20210508 13:52:17,13:52:17,20.22000265,22.83427386,1620496329,0.006524122,6.524121582,10.50737709,285.1806333,239.5147661,23.68005628,28.19489403,0.460158145,2.908167253,0.423200952,0.267573269,219.8522776,25.16140181,24.98511667,3.176857258,51.4009893,1.690229622,3.288321188,1.486627636,-287.7137618,90.87474194,6.628048181,29.64130597,0,0,1,0,52485.27042,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1654-20210508-13_52_16,10682.3,1033.3072,1360.93,0.240734498,0.5,854.9333653,10.50737709,102.9059771,0.01330925,0.18546876,614.9156178,-,0,614.9156178,0.548165139,0.439164187,0.252808329,0.468541809,0.26523429,0.261344272,0.738655728,1000.0097,854.9333653,0.854925073,0.219850145,6,0.5,0: Broadleaf,2,1620496329,285.1806333,300.0183333,17.09603,9.402906667,287.6617667,17.38991667,500.1286,98.73383333,0.1329575,25.56473,24.98511667,999.9,0,0,10005.29467,0,0.250632333,1000.0097,0.4999985,0.5000015,0,1033.330333,4.99921,9965.308333,6673.924667,42.5,45.2143,43.75,44.375,44.5,497.503,497.507,0,121.2,0,1033.3072,-2.283076912,-22.21384625,9964.896,15,1620496289,13:51:29,1620496275,1620496289,26,-0.005,0.002,-2.513,-0.24,300,9,0.14,0.02,10.52083698,-0.248444494,0.140162059,1,0.451658927,0.070005415,0.02215896,1,2,2,2/2,100,100,-2.481,-0.2936,-1.852257683,-0.002208724,-1.57141E-09,2.76013E-10,-0.17261517,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1,0.8,2,507.552,468.465,23.1292,27.8799,30.0001,27.8074,27.7904,15.6432,28.8469,32.1226,23.141,300,9.34237,99.4372,99.0577
8,1620496490,906.0999999,20210508 13:54:50,13:54:50,19.83829603,26.37656459,1620496482,0.006666675,6.666674998,12.49069808,332.3590333,279.4830234,27.63099227,32.85856068,0.473552878,2.906525285,0.434490413,0.274797099,219.8546797,25.17811335,24.99938,3.179560059,51.53333398,1.700049559,3.298931833,1.4795105,-294.0003674,97.09338646,7.088055882,30.0357546,0,0,1,0,52428.39982,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1655-20210508-13_54_48,10682.4,1025.5912,1388.23,0.261223861,0.5,854.9409733,12.49069808,111.6654908,0.015628965,0.162156127,620.428423,-,0,620.428423,0.553079516,0.472307965,0.226717066,0.499131774,0.236547249,0.285721334,0.714278666,1000.0183,854.9409733,0.854925328,0.219850656,6,0.5,0: Broadleaf,2,1620496482,332.3590333,350.0017667,17.19572667,9.335501333,334.9800333,17.48857333,500.1411333,98.73163,0.133023533,25.61900667,24.99938,999.9,0,0,9996.118333,0,0.242328033,1000.0183,0.499988467,0.500011533,0,1025.635,4.99921,9888.343,6673.952667,42.51653333,45.25,43.77066667,44.375,44.54133333,497.499,497.52,0,152.6000001,0,1025.5912,-2.567692299,-21.29384601,9887.8604,15,1620496442,13:54:02,1620496429,1620496442,27,-0.039,0.002,-2.658,-0.238,350,9,0.17,0.01,12.5163822,-0.37791865,0.172346337,1,0.465900389,0.069975268,0.022567012,1,2,2,2/2,100,100,-2.621,-0.2926,-1.891307591,-0.002208724,-1.57141E-09,2.76013E-10,-0.17104969,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1,0.8,2,507.793,468.364,23.0132,27.9013,30,27.8311,27.8141,17.6127,28.0305,30.6608,23.0391,350,9.23713,99.4365,99.0511
9,1620496611,1026.6,20210508 13:56:50,13:56:50,20.2905245,28.39613367,1620496603,0.006887608,6.887608146,13.81319312,380.2934,322.6719051,31.8989479,37.59533805,0.486446263,2.906947988,0.44533203,0.28173632,219.8514451,25.14635816,24.97874333,3.175650205,50.97562559,1.684259843,3.304049384,1.491390362,-303.7435192,104.4357052,7.623166171,28.16679725,0,0,1,0,52435.85729,MPF-423-20210203-16_42_40,10358.2,661.6908,1613.34,0.589862769,-0.871144486,MPF-1656-20210508-13_56_49,10682.5,1025.8096,1408.46,0.271679991,0.5,854.9277589,13.81319312,116.1333829,0.017176115,0.14546384,624.4368144,-,0,624.4368144,0.556652788,0.488060056,0.207179027,0.51240785,0.215289415,0.29709477,0.70290523,1000.002733,854.9277589,0.854925422,0.219850844,6,0.5,0: Broadleaf,2,1620496603,380.2934,400.0074,17.03703,8.914776,382.8818333,17.32977667,500.1269667,98.72581333,0.132957433,25.64513,24.97874333,999.9,0,0,9999.126667,0,0.238698,1000.002733,0.4999855,0.5000145,0,1025.805,4.99921,9884.419,6673.844333,42.562,45.25,43.812,44.39153333,44.562,497.4883333,497.5156667,0,120,0,1025.8096,-0.097692308,-10.93153832,9884.4252,15,1620496557,13:55:56,1620496542,1620496557,28,0.133,-0.001,-2.63,-0.236,400,9,0.14,0.01,13.78355667,0.091656434,0.041890713,1,0.487221623,-3.83004E-05,0.003896518,1,2,2,2/2,100,100,-2.588,-0.2925,-1.757924045,-0.002208724,-1.57141E-09,2.76013E-10,-0.17182838,-0.005039567,-0.000308409,1.13422E-05,18,1947,1,23,1.1,0.9,2,507.871,467.792,23.2415,27.9132,30.0001,27.8429,27.8283,19.5432,29.4953,29.7548,23.2495,400,8.88781,99.4351,99.0504
